Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_History_Age,Total_EMI_per_month,Payment_Behaviour,Monthly_Balance,Credit_Score
42.0,17,19167.0,1479.0,6.0,6.0,15.0,4.0,19.0,9.0,4.0,2.0,1297.0,6.0,44.0,1.0,281.0,0.0
23.0,19,33065.0,2690.0,,7.0,6.0,3.0,10.0,3.0,4.0,3.0,518.0,0.0,69.0,1.0,129.0,0.0
31.0,18,70543.0,5986.0,5.0,5.0,16.0,4.0,18.0,18.0,7.0,2.0,1395.0,24.0,218.0,6.0,525.0,1.0
44.0,17,144456.0,12222.0,4.0,3.0,6.0,5.0,19.0,13.0,6.0,2.0,1061.0,13.0,481.0,1.0,355.0,1.0
43.0,4,95933.0,8167.0,7.0,4.0,13.0,4.0,9.0,9.0,2.0,2.0,1387.0,18.0,218.0,6.0,662.0,1.0
45.0,26,15219.0,1505.0,6.0,10.0,33.0,5.0,15.0,24.0,10.0,1.0,4511.0,3.0,54.0,3.0,277.0,1.0
36.0,20,42247.0,3501.0,9.0,8.0,20.0,9.0,18.0,19.0,6.0,1.0,2725.0,7.0,255.0,2.0,85.0,0.0
52.0,27,143372.0,11822.0,2.0,4.0,10.0,0.0,12.0,4.0,0.0,3.0,159.0,22.0,0.0,5.0,1039.0,1.0
25.0,13,16970.0,1685.0,6.0,7.0,7.0,2.0,17.0,11.0,8.0,2.0,2360.0,10.0,26.0,1.0,334.0,0.0
35.0,27,21596.0,2020.0,5.0,3.0,5.0,1.0,11.0,2.0,0.0,3.0,1403.0,0.0,9.0,5.0,416.0,2.0
43.0,22,84379.0,6945.0,3.0,4.0,12.0,0.0,2.0,3.0,1.0,3.0,498.0,26.0,0.0,1.0,336.0,1.0
16.0,26,13699.0,1327.0,6.0,7.0,7.0,4.0,20.0,13.0,4.0,2.0,608.0,27.0,32.0,1.0,337.0,1.0
21.0,4,31598.0,2517.0,9.0,7.0,27.0,5.0,16.0,18.0,8.0,1.0,4572.0,1.0,127.0,6.0,336.0,1.0
28.0,15,37182.0,3200.0,7.0,6.0,19.0,6.0,19.0,20.0,11.0,1.0,2671.0,0.0,132.0,3.0,235.0,0.0
52.0,4,49937.0,4079.0,3.0,3.0,7.0,2.0,9.0,12.0,3.0,2.0,1069.0,15.0,47.0,5.0,455.0,1.0
33.0,24,72414.0,6234.0,5.0,6.0,19.0,4.0,21.0,9.0,2.0,2.0,1020.0,24.0,201.0,6.0,534.0,1.0
16.0,22,50850.0,4142.0,6.0,6.0,21.0,8.0,15.0,6.0,11.0,1.0,2619.0,5.0,251.0,6.0,305.0,0.0
14.0,10,30420.0,2545.0,6.0,7.0,18.0,6.0,27.0,1.0,11.0,1.0,2728.0,9.0,137.0,5.0,310.0,0.0
56.0,16,151303.0,12714.0,3.0,1.0,2.0,0.0,14.0,2.0,1.0,3.0,1097.0,16.0,0.0,2.0,603.0,2.0
27.0,23,40334.0,3313.0,9.0,7.0,26.0,2.0,17.0,2.0,11.0,1.0,1274.0,14.0,45.0,5.0,396.0,0.0
18.0,20,56990.0,4865.0,7.0,7.0,21.0,9.0,21.0,5.0,11.0,1.0,2124.0,7.0,305.0,5.0,366.0,0.0
26.0,18,13461.0,1276.0,7.0,3.0,11.0,3.0,19.0,6.0,2.0,2.0,1361.0,18.0,20.0,1.0,301.0,1.0
45.0,23,60226.0,5127.0,4.0,4.0,5.0,0.0,12.0,2.0,3.0,3.0,873.0,20.0,0.0,6.0,664.0,1.0
46.0,19,78984.0,6360.0,4.0,2.0,8.0,1.0,9.0,14.0,4.0,3.0,322.0,0.0,50.0,5.0,583.0,2.0
18.0,19,24883.0,1828.0,4.0,5.0,7.0,3.0,20.0,10.0,2.0,2.0,646.0,15.0,37.0,3.0,367.0,1.0
43.0,20,20133.0,1671.0,8.0,7.0,18.0,6.0,18.0,8.0,5.0,2.0,1265.0,12.0,54.0,1.0,290.0,0.0
53.0,10,17572.0,1575.0,3.0,5.0,18.0,4.0,10.0,15.0,4.0,2.0,116.0,17.0,37.0,3.0,323.0,1.0
36.0,20,65891.0,5326.0,4.0,4.0,5.0,4.0,17.0,4.0,3.0,2.0,454.0,19.0,118.0,5.0,558.0,1.0
47.0,15,11274.0,689.0,3.0,5.0,6.0,4.0,16.0,2.0,2.0,2.0,771.0,0.0,32.0,3.0,287.0,1.0
23.0,16,21897.0,1986.0,1.0,1.0,1.0,1.0,4.0,9.0,1.0,3.0,630.0,27.0,15.0,1.0,246.0,2.0
44.0,10,67749.0,5381.0,5.0,6.0,8.0,2.0,17.0,14.0,8.0,2.0,1437.0,7.0,75.0,5.0,549.0,1.0
24.0,17,88918.0,7657.0,4.0,4.0,11.0,2.0,8.0,7.0,1.0,3.0,1194.0,24.0,110.0,5.0,746.0,0.0
45.0,13,37618.0,3285.0,4.0,7.0,3.0,3.0,5.0,0.0,4.0,3.0,821.0,30.0,79.0,2.0,344.0,1.0
25.0,21,86914.0,6957.0,8.0,5.0,16.0,3.0,9.0,11.0,7.0,2.0,1084.0,31.0,142.0,6.0,612.0,1.0
16.0,20,14516.0,1134.0,8.0,5.0,23.0,9.0,17.0,16.0,6.0,1.0,3980.0,6.0,77.0,3.0,237.0,1.0
18.0,23,47868.0,3802.0,5.0,5.0,15.0,2.0,10.0,8.0,6.0,2.0,727.0,6.0,64.0,1.0,148.0,1.0
40.0,19,61228.0,4876.0,10.0,7.0,33.0,4.0,20.0,23.0,12.0,2.0,2321.0,17.0,108.0,3.0,235.0,0.0
31.0,13,154352.0,12748.0,1.0,7.0,8.0,2.0,4.0,2.0,3.0,3.0,601.0,18.0,238.0,3.0,673.0,1.0
18.0,4,86171.0,7202.0,4.0,2.0,2.0,4.0,9.0,6.0,3.0,3.0,821.0,16.0,207.0,1.0,312.0,2.0
40.0,23,11330.0,1115.0,3.0,7.0,7.0,1.0,20.0,8.0,4.0,2.0,1154.0,28.0,5.0,1.0,253.0,1.0
32.0,18,50253.0,4356.0,3.0,4.0,18.0,1.0,19.0,12.0,0.0,2.0,1017.0,17.0,27.0,3.0,281.0,1.0
19.0,18,36398.0,2954.0,5.0,7.0,4.0,1.0,12.0,4.0,4.0,3.0,248.0,17.0,19.0,3.0,384.0,1.0
22.0,10,17570.0,1352.0,6.0,5.0,31.0,5.0,21.0,20.0,8.0,1.0,3150.0,14.0,149.0,1.0,277.0,1.0
34.0,26,22311.0,1561.0,4.0,3.0,7.0,4.0,16.0,5.0,0.0,2.0,318.0,23.0,58.0,1.0,178.0,1.0
20.0,17,79846.0,6576.0,5.0,3.0,1.0,2.0,2.0,10.0,0.0,3.0,1187.0,0.0,132.0,6.0,708.0,0.0
38.0,26,34982.0,2851.0,5.0,7.0,18.0,2.0,20.0,0.0,3.0,2.0,1496.0,30.0,44.0,4.0,449.0,1.0
51.0,12,112400.0,9657.0,7.0,7.0,19.0,4.0,16.0,18.0,4.0,2.0,57.0,32.0,203.0,2.0,354.0,1.0
44.0,26,27881.0,2077.0,3.0,7.0,18.0,3.0,10.0,3.0,3.0,2.0,1264.0,21.0,37.0,3.0,294.0,1.0
25.0,18,121237.0,9995.0,3.0,6.0,4.0,3.0,3.0,8.0,1.0,3.0,684.0,0.0,232.0,6.0,888.0,2.0
39.0,4,118151.0,9904.0,4.0,5.0,8.0,4.0,15.0,-1.0,1.0,2.0,643.0,15.0,205.0,2.0,481.0,1.0
17.0,13,49447.0,4282.0,7.0,4.0,9.0,5.0,15.0,14.0,6.0,2.0,1286.0,12.0,147.0,3.0,208.0,1.0
38.0,26,7109.0,536.0,5.0,10.0,16.0,3.0,17.0,7.0,6.0,2.0,2098.0,17.0,17.0,1.0,289.0,0.0
30.0,13,51371.0,4427.0,9.0,5.0,25.0,8.0,27.0,6.0,10.0,1.0,2402.0,5.0,225.0,3.0,84.0,1.0
14.0,16,62646.0,5440.0,6.0,4.0,29.0,3.0,14.0,7.0,12.0,2.0,2159.0,9.0,83.0,5.0,636.0,0.0
43.0,17,15928.0,1301.0,9.0,9.0,24.0,4.0,22.0,1.0,12.0,1.0,2240.0,12.0,31.0,1.0,226.0,0.0
19.0,23,18998.0,1761.0,6.0,10.0,25.0,9.0,20.0,6.0,9.0,1.0,4419.0,7.0,137.0,1.0,145.0,0.0
35.0,18,18550.0,1660.0,3.0,4.0,34.0,2.0,10.0,15.0,5.0,2.0,1368.0,9.0,28.0,1.0,278.0,0.0
19.0,27,35787.0,2820.0,9.0,7.0,31.0,4.0,24.0,1.0,6.0,1.0,2486.0,19.0,76.0,1.0,264.0,0.0
27.0,16,123181.0,10391.0,4.0,5.0,9.0,0.0,11.0,6.0,3.0,3.0,877.0,24.0,0.0,6.0,1209.0,1.0
45.0,23,109744.0,8916.0,8.0,4.0,19.0,1.0,13.0,13.0,2.0,2.0,55.0,32.0,72.0,5.0,829.0,1.0
49.0,23,31653.0,2478.0,2.0,6.0,9.0,2.0,5.0,9.0,3.0,3.0,1250.0,23.0,27.0,4.0,411.0,0.0
35.0,19,23957.0,1736.0,7.0,3.0,17.0,4.0,8.0,7.0,2.0,2.0,890.0,22.0,62.0,6.0,333.0,1.0
45.0,23,8053.0,656.0,6.0,5.0,6.0,5.0,17.0,12.0,7.0,2.0,886.0,10.0,18.0,1.0,258.0,1.0
14.0,16,19453.0,1917.0,3.0,6.0,10.0,6.0,18.0,19.0,11.0,2.0,731.0,16.0,77.0,6.0,341.0,1.0
24.0,27,111845.0,9174.0,3.0,4.0,11.0,1.0,19.0,10.0,2.0,2.0,302.0,23.0,65.0,2.0,672.0,1.0
28.0,23,18995.0,1487.0,6.0,7.0,6.0,4.0,15.0,19.0,8.0,2.0,2687.0,19.0,49.0,1.0,245.0,1.0
32.0,20,72712.0,6169.0,8.0,5.0,16.0,0.0,13.0,6.0,1.0,2.0,1431.0,28.0,0.0,5.0,653.0,1.0
39.0,17,17692.0,1711.0,5.0,4.0,9.0,1.0,17.0,18.0,3.0,2.0,813.0,24.0,11.0,2.0,392.0,1.0
35.0,23,89891.0,7459.0,8.0,3.0,8.0,0.0,11.0,6.0,2.0,2.0,1468.0,15.0,0.0,1.0,333.0,1.0
41.0,12,46410.0,3973.0,8.0,6.0,17.0,9.0,17.0,18.0,8.0,1.0,3011.0,6.0,282.0,5.0,213.0,0.0
18.0,27,132753.0,10853.0,5.0,4.0,6.0,3.0,9.0,10.0,2.0,3.0,1452.0,18.0,268.0,6.0,851.0,1.0
24.0,27,86262.0,7188.0,,7.0,5.0,2.0,3.0,9.0,2.0,3.0,671.0,21.0,127.0,1.0,14.0,0.0
42.0,21,7304.0,780.0,7.0,8.0,32.0,8.0,18.0,24.0,9.0,1.0,4405.0,9.0,32.0,1.0,250.0,0.0
36.0,10,15668.0,1584.0,8.0,6.0,21.0,9.0,16.0,24.0,9.0,1.0,4499.0,1.0,102.0,1.0,247.0,1.0
36.0,17,41509.0,3413.0,7.0,8.0,23.0,6.0,20.0,13.0,10.0,2.0,2435.0,16.0,156.0,5.0,373.0,1.0
39.0,15,68470.0,5884.0,7.0,4.0,12.0,5.0,13.0,17.0,5.0,2.0,965.0,16.0,226.0,5.0,449.0,1.0
30.0,18,16733.0,1612.0,9.0,8.0,25.0,6.0,15.0,6.0,10.0,1.0,2229.0,12.0,53.0,1.0,203.0,1.0
24.0,26,179068.0,,5.0,6.0,6.0,4.0,14.0,11.0,0.0,3.0,484.0,17.0,501.0,4.0,228.0,0.0
34.0,23,69932.0,5546.0,5.0,1.0,7.0,0.0,8.0,9.0,0.0,3.0,109.0,23.0,0.0,5.0,692.0,2.0
19.0,18,92942.0,7474.0,5.0,4.0,7.0,6.0,10.0,9.0,6.0,2.0,147.0,17.0,346.0,5.0,455.0,1.0
48.0,4,124814.0,10164.0,1.0,3.0,7.0,2.0,1.0,6.0,4.0,3.0,660.0,22.0,138.0,6.0,977.0,0.0
37.0,16,7493.0,601.0,7.0,4.0,18.0,2.0,12.0,12.0,6.0,2.0,1332.0,19.0,12.0,4.0,266.0,1.0
44.0,13,64688.0,5654.0,6.0,10.0,30.0,7.0,16.0,19.0,10.0,1.0,3552.0,0.0,221.0,4.0,238.0,1.0
42.0,23,19797.0,1928.0,6.0,7.0,27.0,9.0,18.0,20.0,7.0,1.0,,0.0,92.0,3.0,306.0,0.0
28.0,13,15383.0,1325.0,3.0,2.0,1.0,4.0,11.0,6.0,4.0,3.0,511.0,17.0,31.0,1.0,239.0,2.0
20.0,27,118036.0,9899.0,3.0,4.0,13.0,3.0,20.0,16.0,7.0,2.0,175.0,18.0,233.0,1.0,127.0,1.0
18.0,17,52210.0,4465.0,3.0,6.0,10.0,1.0,13.0,8.0,4.0,2.0,1276.0,0.0,24.0,2.0,529.0,1.0
35.0,23,65644.0,5275.0,10.0,9.0,32.0,6.0,18.0,22.0,9.0,1.0,3057.0,8.0,279.0,5.0,438.0,1.0
44.0,4,20940.0,1812.0,7.0,6.0,18.0,6.0,14.0,18.0,6.0,2.0,2217.0,5.0,69.0,1.0,280.0,0.0
34.0,16,75455.0,6116.0,3.0,6.0,11.0,1.0,14.0,9.0,8.0,2.0,68.0,0.0,60.0,2.0,621.0,1.0
31.0,24,39550.0,3451.0,3.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,234.0,25.0,70.0,5.0,389.0,2.0
20.0,19,33012.0,2793.0,5.0,4.0,11.0,0.0,14.0,5.0,2.0,3.0,917.0,28.0,0.0,1.0,325.0,2.0
28.0,27,18285.0,1238.0,5.0,4.0,22.0,4.0,13.0,14.0,11.0,2.0,2541.0,13.0,39.0,1.0,282.0,0.0
20.0,4,79147.0,6632.0,7.0,8.0,31.0,9.0,24.0,2.0,7.0,1.0,2538.0,19.0,452.0,5.0,283.0,0.0
21.0,19,31156.0,2468.0,7.0,4.0,15.0,5.0,11.0,20.0,7.0,2.0,159.0,18.0,113.0,2.0,305.0,1.0
37.0,20,28061.0,2128.0,5.0,1.0,5.0,4.0,8.0,9.0,4.0,3.0,1020.0,20.0,49.0,1.0,239.0,2.0
29.0,12,82293.0,6727.0,8.0,7.0,22.0,7.0,18.0,19.0,11.0,1.0,,8.0,285.0,4.0,274.0,0.0
14.0,17,10445.0,656.0,8.0,10.0,32.0,7.0,23.0,8.0,8.0,1.0,1744.0,0.0,56.0,1.0,218.0,0.0
19.0,13,81395.0,6584.0,1.0,4.0,10.0,0.0,4.0,2.0,1.0,3.0,278.0,31.0,0.0,2.0,624.0,2.0
27.0,16,32729.0,2908.0,6.0,3.0,14.0,4.0,14.0,9.0,9.0,2.0,325.0,30.0,108.0,1.0,313.0,1.0
44.0,4,10728.0,720.0,6.0,3.0,12.0,0.0,12.0,10.0,4.0,3.0,1375.0,0.0,0.0,1.0,294.0,2.0
19.0,12,42373.0,3742.0,,6.0,4.0,3.0,0.0,10.0,0.0,3.0,1391.0,28.0,88.0,5.0,399.0,1.0
49.0,24,86957.0,7266.0,5.0,3.0,20.0,0.0,16.0,4.0,1.0,2.0,424.0,26.0,0.0,5.0,855.0,1.0
22.0,12,101926.0,8635.0,4.0,4.0,9.0,1.0,7.0,10.0,2.0,2.0,1058.0,19.0,70.0,5.0,744.0,1.0
37.0,27,56227.0,4558.0,8.0,8.0,22.0,5.0,23.0,24.0,12.0,1.0,2557.0,11.0,196.0,4.0,209.0,1.0
48.0,26,62953.0,5083.0,3.0,7.0,1.0,0.0,12.0,3.0,3.0,3.0,437.0,17.0,0.0,5.0,573.0,1.0
15.0,15,14447.0,1468.0,6.0,10.0,28.0,8.0,21.0,22.0,9.0,1.0,2956.0,9.0,55.0,4.0,265.0,1.0
28.0,20,69194.0,5657.0,3.0,4.0,16.0,0.0,11.0,11.0,7.0,2.0,911.0,19.0,0.0,4.0,718.0,1.0
21.0,19,18014.0,1734.0,8.0,8.0,16.0,6.0,15.0,3.0,8.0,1.0,2216.0,0.0,58.0,6.0,337.0,0.0
40.0,27,47521.0,4128.0,3.0,4.0,10.0,5.0,12.0,9.0,6.0,2.0,1084.0,12.0,163.0,6.0,395.0,1.0
19.0,27,63730.0,5606.0,3.0,5.0,7.0,2.0,21.0,13.0,7.0,2.0,1760.0,17.0,54.0,6.0,665.0,1.0
45.0,4,10105.0,552.0,7.0,8.0,16.0,7.0,19.0,3.0,8.0,1.0,2056.0,7.0,43.0,1.0,255.0,0.0
31.0,19,30661.0,2338.0,4.0,5.0,15.0,3.0,14.0,12.0,4.0,2.0,1346.0,21.0,52.0,5.0,369.0,1.0
23.0,19,33494.0,2754.0,8.0,5.0,12.0,3.0,16.0,17.0,6.0,2.0,1257.0,8.0,70.0,4.0,295.0,1.0
17.0,15,61281.0,5208.0,7.0,7.0,11.0,4.0,12.0,17.0,7.0,2.0,1350.0,7.0,197.0,5.0,434.0,1.0
42.0,4,68144.0,5738.0,10.0,8.0,19.0,9.0,21.0,27.0,10.0,1.0,3320.0,8.0,257.0,4.0,217.0,0.0
49.0,4,20194.0,1553.0,3.0,5.0,14.0,3.0,22.0,7.0,2.0,2.0,1472.0,20.0,31.0,1.0,294.0,1.0
52.0,23,19646.0,1831.0,3.0,6.0,10.0,2.0,1.0,6.0,1.0,3.0,614.0,28.0,30.0,5.0,350.0,1.0
51.0,23,13738.0,1328.0,6.0,5.0,11.0,4.0,12.0,2.0,2.0,2.0,365.0,23.0,44.0,2.0,282.0,1.0
45.0,15,66429.0,5413.0,4.0,3.0,12.0,3.0,12.0,8.0,2.0,3.0,1169.0,32.0,160.0,5.0,405.0,1.0
26.0,10,55554.0,4649.0,10.0,8.0,34.0,7.0,13.0,21.0,11.0,1.0,,0.0,228.0,6.0,440.0,1.0
21.0,18,17143.0,1451.0,8.0,8.0,15.0,8.0,18.0,16.0,12.0,1.0,3266.0,2.0,75.0,5.0,283.0,0.0
18.0,24,69907.0,5796.0,5.0,2.0,8.0,2.0,1.0,8.0,1.0,3.0,851.0,31.0,61.0,3.0,355.0,1.0
52.0,12,107409.0,8745.0,8.0,7.0,13.0,1.0,20.0,15.0,1.0,2.0,550.0,0.0,66.0,6.0,895.0,1.0
40.0,15,20579.0,1814.0,5.0,6.0,4.0,0.0,1.0,8.0,4.0,3.0,1494.0,25.0,0.0,4.0,344.0,0.0
27.0,24,43452.0,3864.0,3.0,6.0,7.0,5.0,9.0,4.0,6.0,2.0,859.0,9.0,155.0,4.0,417.0,1.0
41.0,16,111112.0,8976.0,7.0,5.0,13.0,0.0,18.0,19.0,6.0,2.0,261.0,22.0,0.0,3.0,829.0,1.0
24.0,12,141873.0,11869.0,3.0,7.0,11.0,4.0,10.0,11.0,0.0,3.0,803.0,26.0,465.0,5.0,764.0,0.0
27.0,17,34762.0,2841.0,8.0,8.0,15.0,6.0,22.0,15.0,7.0,1.0,3069.0,3.0,131.0,5.0,347.0,1.0
27.0,15,18323.0,1504.0,1.0,3.0,4.0,0.0,10.0,-0.0,2.0,3.0,879.0,19.0,0.0,1.0,272.0,2.0
37.0,21,86418.0,7085.0,1.0,3.0,6.0,3.0,9.0,1.0,0.0,3.0,487.0,28.0,187.0,6.0,709.0,2.0
45.0,10,75042.0,6484.0,7.0,4.0,13.0,2.0,11.0,15.0,7.0,2.0,417.0,0.0,105.0,2.0,340.0,1.0
24.0,10,17709.0,1732.0,9.0,8.0,20.0,2.0,19.0,14.0,11.0,2.0,1551.0,17.0,18.0,6.0,367.0,0.0
20.0,4,22728.0,1773.0,5.0,3.0,16.0,3.0,9.0,16.0,4.0,2.0,888.0,25.0,42.0,5.0,326.0,1.0
26.0,12,121274.0,9887.0,2.0,7.0,10.0,2.0,10.0,8.0,3.0,3.0,844.0,27.0,167.0,2.0,429.0,1.0
37.0,4,51045.0,4037.0,10.0,5.0,22.0,9.0,23.0,15.0,11.0,1.0,2878.0,2.0,205.0,3.0,290.0,0.0
22.0,22,7664.0,382.0,6.0,6.0,32.0,6.0,19.0,21.0,8.0,1.0,4332.0,10.0,22.0,1.0,281.0,1.0
26.0,15,77233.0,6528.0,9.0,9.0,17.0,5.0,25.0,8.0,10.0,1.0,2259.0,12.0,245.0,5.0,496.0,0.0
32.0,21,62757.0,5033.0,8.0,8.0,18.0,9.0,22.0,26.0,12.0,1.0,3754.0,0.0,467.0,5.0,151.0,1.0
32.0,15,134038.0,10878.0,6.0,3.0,18.0,2.0,18.0,7.0,6.0,2.0,1031.0,17.0,187.0,5.0,724.0,1.0
39.0,12,29485.0,2242.0,8.0,8.0,20.0,7.0,23.0,15.0,6.0,1.0,4142.0,0.0,153.0,5.0,253.0,1.0
14.0,23,35626.0,2954.0,4.0,7.0,13.0,3.0,9.0,10.0,6.0,2.0,1200.0,17.0,47.0,6.0,464.0,1.0
21.0,12,9760.0,1111.0,7.0,6.0,29.0,6.0,25.0,13.0,6.0,1.0,1291.0,6.0,47.0,2.0,307.0,0.0
54.0,13,31467.0,2763.0,,5.0,1.0,2.0,4.0,3.0,4.0,3.0,680.0,25.0,47.0,1.0,367.0,1.0
51.0,26,68948.0,5671.0,4.0,2.0,4.0,1.0,7.0,7.0,4.0,3.0,287.0,16.0,57.0,2.0,638.0,2.0
25.0,27,42664.0,3700.0,4.0,7.0,7.0,2.0,7.0,8.0,0.0,3.0,967.0,23.0,54.0,4.0,458.0,0.0
19.0,17,32414.0,2826.0,6.0,5.0,15.0,6.0,13.0,9.0,11.0,1.0,2129.0,13.0,81.0,1.0,296.0,0.0
26.0,22,34677.0,2725.0,6.0,5.0,16.0,7.0,23.0,7.0,6.0,1.0,2345.0,15.0,182.0,1.0,243.0,1.0
36.0,10,94454.0,8102.0,1.0,4.0,5.0,3.0,7.0,-3.0,4.0,3.0,1342.0,29.0,152.0,5.0,644.0,2.0
20.0,17,18642.0,1706.0,9.0,6.0,23.0,9.0,19.0,29.0,11.0,1.0,3856.0,4.0,75.0,2.0,273.0,1.0
46.0,27,119885.0,10140.0,3.0,3.0,20.0,1.0,12.0,11.0,4.0,2.0,538.0,0.0,62.0,6.0,1089.0,1.0
17.0,16,7225.0,453.0,10.0,10.0,30.0,7.0,15.0,1.0,13.0,1.0,4515.0,0.0,30.0,1.0,276.0,0.0
26.0,23,122705.0,10049.0,5.0,6.0,6.0,3.0,10.0,6.0,5.0,3.0,1004.0,21.0,200.0,2.0,251.0,0.0
32.0,22,26992.0,2181.0,8.0,4.0,3.0,3.0,11.0,10.0,4.0,3.0,865.0,25.0,45.0,2.0,231.0,1.0
36.0,17,9394.0,593.0,7.0,6.0,34.0,6.0,21.0,4.0,9.0,1.0,1686.0,0.0,33.0,1.0,290.0,0.0
44.0,15,10690.0,973.0,3.0,5.0,15.0,3.0,9.0,10.0,3.0,2.0,260.0,32.0,24.0,6.0,299.0,1.0
44.0,4,84504.0,7135.0,6.0,3.0,10.0,1.0,17.0,2.0,0.0,3.0,1273.0,17.0,36.0,6.0,844.0,2.0
52.0,17,84402.0,7044.0,3.0,3.0,4.0,3.0,2.0,1.0,0.0,3.0,969.0,32.0,176.0,6.0,618.0,0.0
47.0,27,109652.0,9317.0,2.0,4.0,12.0,2.0,6.0,1.0,1.0,3.0,1056.0,0.0,97.0,4.0,901.0,1.0
16.0,24,9670.0,733.0,8.0,6.0,19.0,5.0,19.0,3.0,7.0,1.0,3566.0,0.0,35.0,1.0,296.0,0.0
21.0,23,91610.0,7499.0,7.0,6.0,5.0,1.0,20.0,3.0,1.0,2.0,1091.0,21.0,45.0,2.0,569.0,1.0
31.0,20,27592.0,2357.0,8.0,7.0,12.0,4.0,19.0,4.0,4.0,2.0,1310.0,29.0,61.0,2.0,302.0,2.0
51.0,26,34640.0,2897.0,6.0,4.0,10.0,1.0,9.0,13.0,2.0,2.0,714.0,22.0,26.0,1.0,182.0,1.0
34.0,18,19213.0,1812.0,9.0,8.0,28.0,3.0,15.0,16.0,7.0,1.0,1576.0,17.0,31.0,5.0,344.0,0.0
48.0,23,18894.0,1524.0,,3.0,7.0,2.0,3.0,3.0,3.0,3.0,501.0,0.0,29.0,2.0,264.0,2.0
42.0,10,46407.0,3832.0,5.0,4.0,17.0,2.0,17.0,14.0,8.0,2.0,952.0,19.0,75.0,4.0,373.0,1.0
42.0,27,68266.0,5417.0,7.0,4.0,10.0,3.0,9.0,8.0,2.0,3.0,1145.0,29.0,124.0,5.0,472.0,2.0
18.0,23,40000.0,3187.0,3.0,3.0,5.0,1.0,13.0,7.0,2.0,2.0,1326.0,21.0,17.0,5.0,452.0,1.0
24.0,24,41294.0,3215.0,7.0,8.0,23.0,7.0,11.0,15.0,11.0,2.0,1614.0,13.0,154.0,1.0,126.0,0.0
39.0,20,20127.0,1800.0,4.0,4.0,8.0,2.0,8.0,7.0,4.0,3.0,328.0,17.0,29.0,4.0,320.0,1.0
46.0,13,20574.0,1620.0,6.0,6.0,20.0,2.0,21.0,2.0,2.0,2.0,642.0,32.0,27.0,1.0,337.0,1.0
38.0,15,40925.0,3152.0,5.0,5.0,31.0,2.0,12.0,14.0,12.0,2.0,1490.0,16.0,63.0,1.0,350.0,0.0
28.0,20,125982.0,10235.0,4.0,5.0,1.0,4.0,3.0,7.0,2.0,3.0,1274.0,15.0,247.0,3.0,243.0,2.0
20.0,22,32971.0,3011.0,3.0,6.0,9.0,2.0,18.0,1.0,4.0,2.0,1307.0,22.0,47.0,1.0,365.0,1.0
16.0,23,47330.0,3793.0,9.0,10.0,18.0,3.0,22.0,3.0,11.0,1.0,1455.0,12.0,103.0,5.0,485.0,0.0
37.0,17,73778.0,6146.0,4.0,5.0,14.0,4.0,18.0,13.0,5.0,2.0,179.0,0.0,233.0,4.0,302.0,1.0
27.0,19,128847.0,10980.0,5.0,4.0,8.0,2.0,9.0,5.0,3.0,3.0,664.0,20.0,197.0,5.0,964.0,0.0
39.0,10,34826.0,2664.0,8.0,8.0,30.0,5.0,18.0,15.0,9.0,1.0,4070.0,1.0,119.0,1.0,303.0,1.0
22.0,4,89254.0,7227.0,8.0,5.0,18.0,1.0,14.0,3.0,7.0,2.0,997.0,25.0,63.0,2.0,220.0,1.0
29.0,26,160930.0,13484.0,4.0,1.0,1.0,1.0,10.0,0.0,4.0,3.0,1083.0,29.0,83.0,2.0,1093.0,2.0
20.0,19,16684.0,1138.0,8.0,8.0,27.0,7.0,24.0,6.0,11.0,1.0,2588.0,5.0,63.0,1.0,262.0,0.0
28.0,18,44332.0,3691.0,9.0,8.0,28.0,3.0,25.0,19.0,8.0,1.0,2380.0,8.0,75.0,5.0,435.0,0.0
21.0,27,34365.0,2993.0,8.0,9.0,26.0,2.0,23.0,7.0,8.0,2.0,2011.0,6.0,52.0,6.0,432.0,0.0
28.0,24,61989.0,5191.0,4.0,3.0,26.0,6.0,21.0,12.0,12.0,2.0,1881.0,18.0,264.0,5.0,427.0,0.0
44.0,24,9766.0,800.0,8.0,10.0,20.0,6.0,23.0,4.0,8.0,1.0,2223.0,7.0,25.0,2.0,270.0,1.0
34.0,16,16784.0,1133.0,7.0,10.0,23.0,5.0,17.0,29.0,14.0,1.0,4174.0,2.0,58.0,1.0,257.0,1.0
52.0,15,78435.0,6794.0,5.0,3.0,12.0,1.0,9.0,14.0,4.0,2.0,1310.0,19.0,57.0,6.0,714.0,1.0
31.0,24,58765.0,5048.0,6.0,6.0,27.0,7.0,24.0,3.0,9.0,1.0,1975.0,8.0,178.0,5.0,407.0,0.0
32.0,24,171280.0,,2.0,6.0,11.0,1.0,10.0,5.0,3.0,3.0,421.0,16.0,115.0,2.0,299.0,2.0
30.0,18,41871.0,3764.0,2.0,4.0,4.0,4.0,10.0,7.0,1.0,3.0,1268.0,28.0,73.0,4.0,447.0,1.0
27.0,18,56714.0,4561.0,7.0,10.0,29.0,4.0,19.0,11.0,12.0,2.0,1796.0,17.0,165.0,5.0,394.0,0.0
